ΚΩΔΙΚΟΣ HEBIC;ΟΝΟΜΑΣΙΑ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);ΟΝΟΜΑΣΙΑ ΤΟΠΟΘΕΣΙΑΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);Διεύθυνση ΕΛΛΗΝΙΚΑ;ΑΡΙΘΜΟΣ ΤΗΛΕΦΩΝΟΥ;ΤΑΧΥΔΡΟΜΙΚΗ ΠΕΡΙΟΧΗ (ΕΛΛΗΝΙΚΑ);ΔΗΜΟΣ/ ΚΟΙΝΟΤΗΤΑ;ΓΡΑΦΕΙΟ ΤΑΧΥΔΡΟΜΙΚΟΥ ΚΩΔΙΚΑ;ΔΙΑΔΡΟΜΗ ΤΑΧΥΔΡΟΜΙΚΟΥ ΚΩΔΙΚΑ;ΕΠΙΣΗΜΗ ΟΝΟΜΑΣΙΑ ΤΗΣ ΤΡΑΠΕΖΑΣ (ΕΛΛΗΝΙΚΑ);ΕΠΙΣΗΜΗ ΟΝΟΜΑΣΙΑ ΤΗΣ ΤΡΑΠΕΖΑΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΠΕΡΙΟΧΗΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);ΟΝΟΜΑΣΙΑ ΠΕΡΙΟΧΗΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΤΟΠΟΘΕΣΙΑΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);Διεύθυνση ΑΓΓΛΙΚΑ;ΤΑΧΥΔΡΟΜΙΚΗ ΠΕΡΙΟΧΗ (ΑΓΓΛΙΚΑ);ΑΡΙΘΜΟΣ FAX;ΔΗΜΟΣ/ ΚΟΙΝΟΤΗΤΑ_1;ΝΟΜΟΣ
260167;ΜΑΛΙΩΝ;Ελ. Βενιζέλου;Ελ. Βενιζέλου 148;2897031050;ΜΑΛΙΑ;ΜΑΛΙΩΝ;700;7;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;MALIA;ΜΑΛΙΑ;MALIA;El. Venizelou;148, El. Venizelou Str.;MALIA;2897031468;ΜΑΛΙΩΝ;ΗΡΑΚΛΕΙΟΥ
260168;ΛΕΩΦ. ΚΝΩΣΣΟΥ - ΗΡΑΚΛΕΙΟ;Ηράκλειον, Λ. Κνωσσού;Λεωφόρος Κνωσσού 96;2810361970;ΗΡΑΚΛΕΙΟ;ΗΡΑΚΛΕΙΟΥ;713;7;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;KNOSSOS AVE. - HERAKLEIONN;ΗΡΑΚΛΕΙΟΝ;HERAKLEIONN;Herakleionn, Knossos Av;96, Knossos Ave.;HERAKLEIONN;2810320412;ΗΡΑΚΛΕΙΟΥ;ΗΡΑΚΛΕΙΟΥ
260169;ΑΓ. ΝΙΚΟΛΑΟΥ;Ι. Κούνδουρου;Ι. Κούνδουρου 9;2841023730;ΑΓ. ΝΙΚΟΛΑΟΣ;ΑΓ. ΝΙΚΟΛΑΟΥ;721;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;AG. NIKOLAOS;ΑΓ.ΝΙΚΟΛΑΟΣ, ΚΕΝΤΡΟ;AG. NIKOLAOS, CENTER;I. Koundourou;9, I. Koundourou Str.;AG.NIKOLAOS;2841025129;ΑΓ. ΝΙΚΟΛΑΟΥ;ΛΑΣΗΘΙΟΥ
260171;ΣΗΤΕΙΑΣ;Ελ. Βενιζέλου;Ελ. Βενιζέλου 27;2843023960;ΣΗΤΕΙΑ;ΣΗΤΕΙΑΣ;723;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;SITIA;ΣΗΤΕΙΑ, ΚΕΝΤΡΟ;SITIA, CENTER;El. Venizelou;27, El. Venizelou Str.;SITIA;2843024185;ΣΗΤΕΙΑΣ;ΛΑΣΗΘΙΟΥ
260172;ΜΟΙΡΩΝ;ΗΡΑΚΛΕΙΟ ;25ης Μαρτίου 87 ;2892022380;ΗΡΑΚΛΕΙΟ;ΗΡΑΚΛΕΙΟΥ ;704;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;MIRES;ΗΡΑΚΛΕΙΟ;HERAKLEIONN;HerakleionN ;25 Martiou 87;HERAKLEIONN;2892022380;ΗΡΑΚΛΕΙΟΥ ;ΗΡΑΚΛΕΙΟΥ
260173;ΜΕΤΣΟΒΟΥ;Δημαρχιακό Μέγαρο;Αβέρωφ 2;2656041984;ΜΕΤΣΟΒΟ;ΜΕΤΣΟΒΟΥ;442;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;METSOVO;ΜΕΤΣΟΒΟ;METSOVO;Town Hall;2, Averof Str.;METSOVO;2656041697;ΜΕΤΣΟΒΟΥ;ΙΩΑΝΝΙΝΩΝ
260175;ΕΛΛΗΝΙΚΟΥ;Ελληνικό, Ιασωνίδου;Ιασωνίδου 54;2109635960;ΕΛΛΗΝΙΚΟ;ΕΛΛΗΝΙΚΟΥ;167;77;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;HELLINIKO;ΕΛΛΗΝΙΚΟ;HELLINIKO;Helliniko, Iasonidou;54, Iasonidou Str.;HELLINIKO;2109635965;ΕΛΛΗΝΙΚΟΥ;ΑΤΤΙΚΗΣ
260176;ΕΥΟΣΜΟΥ;Εύοσμος, Θεσσαλονίκη;Καραολή Δημητρίου 124 & Σαλαμίνος;2310775170;ΘΕΣΣΑΛΟΝΙΚΗ;ΕΥΟΣΜΟΥ;562;24;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;EVOSMOS;ΘΕΣΣΑΛΟΝΙΚΗ;THESSALONIKI;Evosmos, Thessaloniki;124, Karaoli Dimitriou & Salaminos Strs.;THESSALONIKI;2310775171;ΕΥΟΣΜΟΥ;ΘΕΣΣΑΛΟΝΙΚΗΣ
260178;ΟΔΟΥ ΠΕΙΡΑΙΩΣ;Πειραιώς, Αθήνα;Πειραιώς 9-11;2105249450;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;105;52;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;PIREOS STR.;ΑΘΗΝΑ;ATHENS;Pireos, Athens;9-11, Pireos Str.;ATHENS;2105249006;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
260182;ΜΕΤΑΜΟΡΦΩΣΕΩΣ;Μεταμόρφωση, Γ. Παπανδρέου;Λεωφ. Γ. Παπανδρέου 23;2102836711;ΜΕΤΑΜΟΡΦΩΣΗ;ΜΕΤΑΜΟΡΦΩΣΗΣ;144;52;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;METAMORFOSEOS;ΜΕΤΑΜΟΡΦΩΣΗ;METAMORFOSI;Metamorfosi, G. Papandreou;23 Georgiou Papandreou Ave.;METAMORFOSI;2102836714;ΜΕΤΑΜΟΡΦΩΣΗΣ;ΑΤΤΙΚΗΣ
260183;ΝΕΑΠΟΛΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ;Νεάπολη, Θεσσαλονίκης;Λεωφ. Παπανδρέου 66-68;2310628790;ΘΕΣΣΑΛΟΝΙΚΗ;ΝΕΑΠΟΛΕΩΣ;567;28;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;NEAPOLI THESSALONIKI;ΘΕΣΣΑΛΟΝΙΚΗ;THESSALONIKI;Neapoli, Thessaloniki;66-68 Papandreou Ave.;THESSALONIKI;2310634195;ΝΕΑΠΟΛΕΩΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
260185;ΛΕΩΦΟΡΟΥ ΑΜΦΙΘΕΑΣ;Π. Φάληρο, Αμφιθέας;Λεωφόρος Αμφιθέας 70;2109841170;Π. ΦΑΛΗΡΟ;ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;175;64;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;AMFITHEAS AVENUE;ΠΑΛΑΙΟ ΦΑΛΗΡΟ;PALAIO FALIRO;P. Faliro, Amfitheas ;70, Amfitheas Ave.;P. FALIRO;2109813939;ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;ΑΤΤΙΚΗΣ
260186;Ν. ΗΡΑΚΛΕΙΟΥ;Ν. Ηράκλειο, Πράσινου Λόφου;Πράσινου Λόφου 3;2102836725;Ν. ΗΡΑΚΛΕΙΟ;Ν. ΗΡΑΚΛΕΙΟΥ;141;22;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;N. HERAKLEION;Ν. ΗΡΑΚΛΕΙΟ;N. HERAKLEION;N. Herakleion, Prasinou Lofou;3, Prasinou Lofou Str.;N. HERAKLEION;2102876726;Ν. ΗΡΑΚΛΕΙΟΥ;ΑΤΤΙΚΗΣ
260189;ΒΑΡΚΙΖΑΣ;Βάρκιζα, Ποσειδώνος;Λεωφ. Ποσειδώνος 10;2108970440;ΒΑΡΚΙΖΑ;ΒΑΡΚΙΖΑ;166;72;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;VARKIZAS;ΒΑΡΚΙΖΑ;VARKIZA;Varkiza, Posidonos;10, Posidonos Ave.;VARKIZA;2108970722;ΒΑΡΚΙΖΑ;ΑΤΤΙΚΗΣ
260190;ΑΛΜΥΡΟΥ;Αλμυρός, Ιάσωνος;Ιάσωνος 4;2422026560;ΑΛΜΥΡΟΣ;ΑΛΜΥΡΟΥ;371;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;ALMIROU;ΑΛΜΥΡΟΣ;ALMIROS;Almiros, Iasonos;4, Iasonos Str.;ALMIROS;2422026651;ΑΛΜΥΡΟΥ;ΜΑΓΝΗΣΙΑΣ
260191;ΩΡΑΙΟΚΑΣΤΡΟΥ-ΘΕΣΣΑΛΟΝΙΚΗΣ;Ωραιόκαστρο;Κομνηνών 38;2310695022;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;570;13;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;OREOKASTROU-THESSALONIKIS;ΩΡΑΙΟΚΑΣΤΡΟ;OREOKASTRO;Oreokastro;38, Komninon Str;THESSALONIKI;2310695025;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
260192;ΟΡΕΣΤΙΑΔΑΣ;Ορεστιάδα, Κωνσταντινουπόλεως;Κωνσταντινουπόλεως 246;2552028826;ΟΡΕΣΤΙΑΔΑ;ΟΡΕΣΤΙΑΔΑΣ;682;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;ORESTIADAS;ΟΡΕΣΤΙΑΔΑ;ORESTIADA;Orestiada, Konstantinoupoleos;246, Konstantinoupoleos Str.;ORESTIADA;2552028827;ΟΡΕΣΤΙΑΔΑΣ;ΕΒΡΟΥ
260193;ΚΟΛΩΝΟΥ;Αθήνα, Κολωνός;Λένορμαν 122;2105140758;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;104;44;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;KOLONOS;ΑΘΗΝΑ;ATHENS;Athens, Kolonos;122, Lenorman Str.;ATHENS;2105145874;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
260195;ΛΟΥΤΡΑΚΙΟΥ;Λουτράκι, Ελ. Βενιζέλου;Ελ. Βενιζέλου 46;2744068080;ΛΟΥΤΡΑΚΙ;ΛΟΥΤΡΑΚΙΟΥ;203;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;LOUTRAKIOU;ΛΟΥΤΡΑΚΙ;LOUTRAKI;Loutraki, El. Venizelou;46, El. Venizelou Str;LUTRAKI;2744068083;ΛΟΥΤΡΑΚΙΟΥ;ΚΟΡΙΝΘΙΑΣ
260196;ΛΕΩΦ. ΣΑΛΑΜΙΝΑΣ - ΣΑΛΑΜΙΝΑ;Σαλαμίνα, Λεωφ. Σαλαμίνας;Λεωφ. Σαλαμίνας 270;2104652044;ΣΑΛΑΜΙΝΑ;ΣΑΛΑΜΙΝΑΣ;189;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;SALAMINA AVE. - SALAMINA;ΣΑΛΑΜΙΝΑ;SALAMINA;Salamina, Salamina Ave.;270, Salaminas Ave;SALAMINA;2104657544;ΣΑΛΑΜΙΝΑΣ;ΑΤΤΙΚΗΣ
260197;ΚΑΣΤΟΡΙΑΣ;Καστοριά, Λεωφ. Κύκνων;Λ. Κύκνων 4 & Αθηνάς & Λαζάρου Ρίζου;2467086576;ΚΑΣΤΟΡΙΑ;ΚΑΣΤΟΡΙΑΣ;521;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;KASTORIAS;ΚΑΣΤΟΡΙΑ;KASTORIAS;Kastoria, Kiknon Ave;4, Kiknon Ave & Athinas & Lazarou Rizou strs.;KASTORIA;2.467E+14;ΚΑΣΤΟΡΙΑΣ;ΚΑΣΤΟΡΙΑΣ
260202;ΟΔΟΥ ΤΣΑΜΑΔΟΥ ΠΕΙΡΑΙΑΣ;Πειραιάς, Τσαμαδού;Τσαμαδού 7;2104115626;ΠΕΙΡΑΙΑΣ;ΠΕΙΡΑΙΩΣ;185;31;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;TSAMADOU STR. PIRAEUS;ΠΕΙΡΑΙΑΣ ;PIRAEUS;Piraeus, Tsamadou ;7, Tsamadou Str.;PIRAEUS;2104129162;ΠΕΙΡΑΙΩΣ;ΑΤΤΙΚΗΣ
260203;ΤΣΙΜΙΣΚΗ 27;Θεσσαλονίκη, Τσιμισκή;Τσιμισκή 27;2310374200;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;546;24;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;TSIMISKI 27;ΘΕΣΣΑΛΟΝΙΚΗ, ΚΕΝΤΡΟ;THESSALONIKI, CENTER;Thessaloniki, Tsimiski;27, Tsimiski Str.;THESSALONIKI;231027288;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
260204;ΟΔΟΥ ΚΑΛΑΜΙΩΤΟΥ;Ερμού, Καλαμιώτου;Καλαμιώτου 3;2103231116;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;105;63;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;KALAMIOTOU STR.;ΑΘΗΝΑ, ΚΕΝΤΡΟ;ATHENS, CENTER;Ermou, Kalamiotou ;3, Kalamiotou Str.;ATHENS;2103247736;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
260205;ΛΕΩΦ. ΗΡΑΚΛΕΙΟΥ Ν. ΙΩΝΙΑΣ;Νέα Ιωνία, Ηρακλείου;Λεωφ. Ηρακλείου 332;2102715001;ΝΕΑ ΙΩΝΙΑ;Ν. ΙΩΝΙΑΣ;142;31;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;IRAKLEIOU AVE. NEA IONIA;ΝΕΑ ΙΩΝΙΑ;N. IONIA;N. Ionia, Irakleiou ;332, Irakleiou Ave.;N. IONIA;2102716834;Ν. ΙΩΝΙΑΣ;ΑΤΤΙΚΗΣ
260206;ΟΔΟΥ ΛΕΟΝΤΟΣ ΣΟΦΟΥ;Θεσσαλονίκη, Λ. Σοφού;Λέοντος Σοφού 18;2310526960;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;546;26;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;LEONTOS SOFOU STR.;ΘΕΣΣΑΛΟΝΙΚΗ, ΚΕΝΤΡΟ;THESSALONIKI, CENTER;Thessaloni, L. Sofou ;18, Leontos Sofou Str.;THESSALONIKI;2310592730;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
260207;ΝΕΟΥ ΚΟΣΜΟΥ;Ν. Κόσμος, Καλλιρόης;Καλλιρόης 19;2109219661;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;117;43;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;NEOS KOSMOS;ΝΕΟΣ ΚΟΣΜΟΣ;N.KOSMOS;N. Kosmos, Kallirois ;19, Kallirois Str.;ATHENS;2109292665;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
260208;ΝΙΚΑΙΑΣ;Νίκαια, Κονδύλη;Κονδύλη 34 & Μούγλων 1;2104915217;ΝΙΚΑΙΑ;ΝΙΚΑΙΑΣ;184;50;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;NIKEA;ΝΙΚΑΙΑ;NIKEA;Nikea, Kondyli ;1, Mouglon & 34, Kondyli Strs.;NIKAIA;2104910208;ΝΙΚΑΙΑΣ;ΑΤΤΙΚΗΣ
260209;ΟΔΟΥ ΠΕΛΑΣΓΙΑΣ ΠΕΡΙΣΤΕΡΙ;Περιστέρι, Πελασγίας;Πελασγίας 5;2105740104;ΠΕΡΙΣΤΕΡΙ;ΠΕΡΙΣΤΕΡΙΟΥ;121;31;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;PELASGIAS STR. PERISTERI;ΠΕΡΙΣΤΕΡΙ;PERISTERI;Peristeri, Pelasgias ;5, Pelasgias Str.;PERISTERI;2105740106;ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ
260210;ΟΔΟΥ ΕΘΝ. ΑΝΤΙΣΤΑΣΕΩΣ ΚΑΤΕΡΙΝΗΣ;Κατερίνη, Εθν. Αντιστάσεως;Εθνικής Αντιστάσεως 1;2351024979;ΚΑΤΕΡΙΝΗ;ΚΑΤΕΡΙΝΗΣ;601;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;ETHNIKIS ANTISTASEOS STR. KATERINI;ΚΑΤΕΡΙΝΗ, ΚΕΝΤΡΟ;KATERINI, CENTER;Katerini, E. Antistaseos ;1, Ethn. Antistaseos Str.;KATERINI ;2351025788;ΚΑΤΕΡΙΝΗΣ;ΠΙΕΡΙΑΣ
260211;ΑΝΑΛΗΨΕΩΣ-ΒΑΣ. ΟΛΓΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ;Θεσσαλονίκη, Β. Όλγας;Λεωφ. Βασιλίσσης Όλγας 135;2310815840;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣ/ΚΗΣ;546;45;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;ANALIPSEOS - VAS. OLGAS THESSALONIKI;ΘΕΣΣΑΛΟΝΙΚΗ, ΚΕΝΤΡΟ;THESSALONIKI, CENTER;Thessaloniki, V. Olgas ;135, Vas. Olgas Ave.;THESSALONIKI;2310856346;ΘΕΣ/ΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
260213;ΟΔΟΥ ΕΛ. ΒΕΝΙΖΕΛΟΥ ΧΑΛΚΙΔΑΣ;Χαλκίδα, Κριεζώτου;Κριεζώτου & Φαρμακίδου 3;2221021581;ΧΑΛΚΙΔΑ;ΧΑΛΚΙΔΟΣ;341;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;EL. VENIZELOU STR. HALKIDA;ΧΑΛΚΙΔΑ, ΚΕΝΤΡΟ;HALKIDA, CENTER;Halkida, Kriezotou;3 Farmakidou & Kriezotou;HALKIDA ;2221021584;ΧΑΛΚΙΔΟΣ;ΕΥΒΟΙΑΣ
260215;ΒΑΘΗΣ;Πλ. Βάθης, Χαλκοκονδύλη;Χαλκοκονδύλη 29;2105223841;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;104;32;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;VATHIS;ΑΘΗΝΑ, ΚΕΝΤΡΟ;ATHENS, CENTER;Vathis Sq., Halkokondyli ;29, Halkokondyli Str.;ATHENS;2105226189;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
260216;ΜΟΝΑΣΤΗΡΙΟΥ;Θεσσαλονίκη, Μοναστηρίου;Μοναστηρίου 157;2310511630;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;546;27;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;MONASTIRIOU;ΜΟΝΑΣΤΗΡΙΟΥ;MONASTIRIOU;Thessaloniki, Monastiriou ;157, Monastiriou Str.;THESSALONIKI;2310511602;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
260217;ΛΑΡΙΣΑΣ;Λάρισα, Μ. Αλεξάνδρου;Μ. Αλεξάνδρου & Κούμα;2410256430;ΛΑΡΙΣΑ;ΛΑΡΙΣΗΣ;412;22;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;LARISSAS;ΛΑΡΙΣΑ, ΚΕΝΤΡΟ;LARISSA, CENTER;Larissa, M. Alexandrou ;M. Alexandrou & Kouma Strs.;LARISSA ;2410566100;ΛΑΡΙΣΗΣ;ΛΑΡΙΣΑΣ
260218;ΕΡΥΘΡΟΥ ΣΤΑΥΡΟΥ;Αμπελόκηποι, Σεβαστουπόλεως;Λ. Κηφισίας 98 & Ερυθρού Σταυρού;2106997430;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;115;26;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;ERITHROU STAVROU;ΑΜΠΕΛΟΚΗΠΟΙ;AMPELOKIPI;Ampelokipi, Sevastoupoleos ;98 kifisia av & Erythrou Stavrou;ATHENS;2106916000;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
260219;ΓΙΑΝΝΙΤΣΩΝ;Γιαννιτσά, Αποστόλου Λουκά;Αποστόλου Λουκά & Πρόνοιας 1;2382024996;ΓΙΑΝΝΙΤΣΑ;ΓΙΑΝΝΙΤΣΩΝ;581;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;GIANNITSON;ΓΙΑΝΝΙΤΣΑ, ΚΕΝΤΡΟ;GIANNITSA, CENTER;Giannitsa, Apost. Louka ;1, Pronias & Apost. Louka Strs.;GIANNITSA ;2382023868;ΓΙΑΝΝΙΤΣΩΝ;ΠΕΛΛΗΣ
260220;ΚΕΝΤΡΙΚΗ ΑΓΟΡΑ ΜΟΣΧΑΤΟΥ;Μοσχάτο, Πειραιώς;Πειραιώς 66;2104838053;ΜΟΣΧΑΤΟ;ΜΟΣΧΑΤΟΥ;183;46;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;KENTRIKI AGORA MOSCHATOU;ΜΟΣΧΑΤΟ;MOSCHATO;MOSCHATO, Piraeus;66, Piraeus Str. ;MOSCHATO;2104829815;ΜΟΣΧΑΤΟΥ;ΑΤΤΙΚΗΣ
260221;ΟΔΟΥ ΑΓ. ΑΛΕΞΑΝΔΡΟΥ Π. ΦΑΛΗΡΟΥ;Παλ. Φάληρο, Αγ. Αλεξάνδρου;Αγ. Αλεξάνδρου 2 & Λεωφ. Ποσειδώνος;2109833550;ΠΑΛ. ΦΑΛΗΡΟ;ΠΑΛ. ΦΑΛΗΡΟΥ;175;61;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;AG. ALEXANDROU STR. P. FALIRO;ΠΑΛ. ΦΑΛΗΡΟ;PALEO FALIRO;P. Faliro, Ag. Alexandrou ;2, Agiou Alexandrou Str. & Posidonos Ave.;PALEO FALIRO;2109833306;ΠΑΛ. ΦΑΛΗΡΟΥ;ΑΤΤΙΚΗΣ
260222;ΟΔΟΥ ΕΥΡΙΠΙΔΟΥ;Πλ. Κλαυθμώνος, Ευριπίδου;Ευριπίδου 5 & Πραξιτέλους 40-44;2103232736;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;105;61;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;EVRIPIDOU STR.;ΑΘΗΝΑ, ΚΕΝΤΡΟ;ATHENS, CENTER;Pl. Klathmonos, Evripidou ;5, Evripidou & 40-44, Praxitelous Strs.;ATHENS;2103231996;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
260225;ΟΔΟΥ ΕΛ. ΒΕΝΙΖΕΛΟΥ ΚΑΒΑΛΑΣ;Καβάλα, Ελευθ. Βενιζέλου;Βενιζέλου 10 - Ύδρας 10;2510232214;ΚΑΒΑΛΑ;ΚΑΒΑΛΑΣ;653;2;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;EL. VENIZELOU STR. KAVALA;ΚΑΒΑΛΑ, ΚΕΝΤΡΟ;KAVALA, CENTER;Kavala, El. Venizelou ;10, Venizelou & 10, Hydras str.;KAVALA;2510230356;ΚΑΒΑΛΑΣ;ΚΑΒΑΛΑΣ
260226;ΚΑΡΔΙΤΣΑΣ;Καρδίτσα, Ν. Πλαστήρα;Νικολάου Πλαστήρα 19;2441075601;ΚΑΡΔΙΤΣΑ;ΚΑΡΔΙΤΣΑΣ;431;0;ΤΡΑΠΕΖΑ EUROBANK ERGASIAS Α.Ε.;EUROBANK ERGASIAS S.A.;KARDITSA;ΚΑΡΔΙΤΣΑ, ΚΕΝΤΡΟ;KARDITSA, CENTER;Karditsa, Nik. Plastira ;19, Nik. Plastira Str.;KARDITSA ;2441074979;ΚΑΡΔΙΤΣΑΣ;ΚΑΡΔΙΤΣΑΣ
